ID	adj.P.Val	P.Value	t	B	logFC	Symbol
ILMN_1746676	1.45e-03	1.51e-05	-4.887209	2.990085	-2.3883083	CLDN8
ILMN_1729851	1.54e-03	1.60e-05	4.869555	2.936454	2.0677042	ODAM
ILMN_1761275	1.54e-03	1.61e-05	-4.867493	2.930191	-1.7691167	FUT6
ILMN_3241149	1.54e-03	1.61e-05	-4.866894	2.928374	-2.6792708	FAM23A
ILMN_1731529	1.54e-03	1.62e-05	-4.866241	2.926391	-3.3607292	MS4A12
ILMN_1753933	1.55e-03	1.63e-05	4.863128	2.91694	1.8564125	FAM150A
ILMN_2115125	1.55e-03	1.65e-05	4.860857	2.910046	1.3248292	CTGF
ILMN_1719759	1.56e-03	1.67e-05	4.856032	2.895404	2.0573792	TNC
ILMN_1719547	1.56e-03	1.67e-05	4.855847	2.894841	2.1936292	INHBA
ILMN_1758731	1.56e-03	1.67e-05	-4.855618	2.894146	-2.5669583	CYP2J2
ILMN_1753547	1.56e-03	1.67e-05	4.855481	2.893732	1.8059458	STAT5A
ILMN_1763638	1.56e-03	1.68e-05	-4.85347	2.887628	-1.2211458	BCAR3
ILMN_1792449	1.56e-03	1.69e-05	4.852777	2.885527	1.6844083	ALS2CR11
ILMN_2064150	1.57e-03	1.70e-05	-4.851399	2.881347	-1.9531417	PRRG2
ILMN_2361427	1.57e-03	1.71e-05	-4.849358	2.875154	-1.6289083	PMS2L3
ILMN_1704500	1.57e-03	1.71e-05	-4.848571	2.872766	-1.6682375	STAP2
ILMN_2065745	1.57e-03	1.71e-05	4.848447	2.87239	2.2480792	RAMP3
ILMN_2256359	1.59e-03	1.74e-05	-4.843598	2.857683	-2.4068292	HSZFP36
ILMN_1699585	1.59e-03	1.74e-05	4.842822	2.85533	2.4050167	BHLHE22
ILMN_1702609	1.59e-03	1.75e-05	-4.842005	2.852854	-1.7463667	B3GNT5
ILMN_1679176	1.59e-03	1.76e-05	-4.840124	2.84715	-2.6254542	CLCA4
ILMN_1696048	1.61e-03	1.79e-05	4.835436	2.832936	2.3645042	C13orf33
ILMN_2402392	1.62e-03	1.81e-05	4.831719	2.821671	1.5578708	COL8A1
ILMN_1756502	1.64e-03	1.83e-05	-4.827456	2.808751	-1.9341125	ISX
ILMN_1785393	1.66e-03	1.86e-05	4.823303	2.796168	2.1158167	ADAM12
ILMN_3239937	1.66e-03	1.87e-05	-4.821748	2.791459	-2.1664	NUDT16P
ILMN_2381064	1.66e-03	1.87e-05	-4.820461	2.78756	-1.7246083	TPD52
ILMN_2050434	1.66e-03	1.88e-05	4.819928	2.785946	1.5004875	MGC16703
ILMN_1733811	1.66e-03	1.89e-05	-4.817871	2.779717	-1.9452167	JUP
ILMN_1811468	1.66e-03	1.89e-05	4.817596	2.778882	2.500175	IRX3
ILMN_1781285	1.68e-03	1.92e-05	4.813862	2.767576	1.6023917	DUSP1
ILMN_2372915	1.69e-03	1.93e-05	-4.811179	2.759453	-1.966225	P2RY2
ILMN_1796560	1.69e-03	1.94e-05	-4.809828	2.755363	-1.4969208	PFKFB2
ILMN_1781745	1.72e-03	1.98e-05	-4.802827	2.734174	-2.6822417	C9orf152
ILMN_1772951	1.72e-03	1.99e-05	-4.801839	2.731185	-1.6767458	ST6GALNAC1
ILMN_2213297	1.72e-03	1.99e-05	-4.801361	2.729737	-1.4517583	C11orf54
ILMN_1722781	1.72e-03	2.00e-05	4.801018	2.7287	1.9768875	EGR3
ILMN_2289381	1.72e-03	2.01e-05	4.798367	2.720678	1.7863667	DKK3
ILMN_1782845	1.72e-03	2.01e-05	4.79833	2.720568	2.1608333	SPTB
ILMN_2082273	1.74e-03	2.04e-05	4.794847	2.710032	2.1074458	RGS5
ILMN_1669898	1.78e-03	2.09e-05	4.786423	2.684556	2.2407875	EGFL7
ILMN_2402172	1.79e-03	2.11e-05	4.784323	2.678208	1.398875	Septin 4
ILMN_1794492	1.84e-03	2.18e-05	4.774046	2.647149	2.04995	HOXC6
ILMN_2211122	1.85e-03	2.19e-05	4.772671	2.642996	2.1443792	TRAPPC2P1
ILMN_1782813	1.85e-03	2.21e-05	-4.769858	2.634498	-1.2905042	DHFR
ILMN_1782922	1.85e-03	2.21e-05	4.76964	2.63384	2.1326542	PDE4B
ILMN_1678268	1.89e-03	2.25e-05	-4.763612	2.615634	-1.5357167	VPS8
ILMN_1811507	1.91e-03	2.29e-05	4.758307	2.599619	1.2556125	LBH
ILMN_1789846	1.91e-03	2.29e-05	-4.757974	2.598614	-1.7463958	ITGB6
ILMN_2358886	1.91e-03	2.31e-05	-4.756213	2.593298	-2.1637792	EDN3
ILMN_1662799	1.91e-03	2.31e-05	4.755451	2.590997	2.0486	GPSM3
ILMN_2167805	1.91e-03	2.32e-05	4.754565	2.588324	1.8300667	LUM
ILMN_1811765	1.97e-03	2.40e-05	4.743932	2.556244	2.2152583	ADAMTS2
ILMN_2222750	1.99e-03	2.43e-05	4.740426	2.54567	2.0667083	RPL23AP7
ILMN_1737709	1.99e-03	2.43e-05	-4.739888	2.544048	-2.8305792	RPL10L
ILMN_1713995	2.00e-03	2.45e-05	-4.737777	2.537682	-2.8659958	SCNN1A
ILMN_1691333	2.00e-03	2.46e-05	-4.736501	2.533835	-1.4166875	ZNF57
ILMN_1750234	2.03e-03	2.50e-05	4.731319	2.518214	2.9468	PRSS2
ILMN_2406267	2.04e-03	2.52e-05	-4.728592	2.509997	-1.9292667	MARVELD2
ILMN_1808114	2.06e-03	2.55e-05	4.725401	2.500382	2.32395	LYVE1
ILMN_1784595	2.06e-03	2.56e-05	-4.723965	2.496056	-1.2424833	SBF2
ILMN_1711894	2.06e-03	2.56e-05	-4.723784	2.49551	-2.0674	MYB
ILMN_1740762	2.09e-03	2.62e-05	-4.717095	2.475362	-2.1577167	GRB7
ILMN_3224926	2.09e-03	2.62e-05	-4.71643	2.47336	-1.5683167	RBM47
ILMN_1752455	2.11e-03	2.66e-05	-4.712274	2.460846	-1.8473542	DOCK5
ILMN_2367710	2.11e-03	2.66e-05	4.711707	2.459139	1.8855917	PKN1
ILMN_1726879	2.13e-03	2.69e-05	-4.708572	2.4497	-1.965375	PRR15
ILMN_2086077	2.13e-03	2.70e-05	4.707631	2.446869	1.4717875	JUNB
ILMN_1814015	2.14e-03	2.72e-05	-4.704627	2.43783	-2.4141208	CDH17
ILMN_3249142	2.15e-03	2.74e-05	-4.70274	2.432149	-2.4908417	JCLN
ILMN_2321931	2.16e-03	2.77e-05	4.699739	2.423121	1.537275	DCLRE1C
ILMN_1694589	2.16e-03	2.77e-05	-4.699412	2.422138	-1.9641833	PAQR8
ILMN_1734596	2.18e-03	2.80e-05	-4.695722	2.411038	-1.4092875	TC2N
ILMN_1726448	2.18e-03	2.81e-05	4.694888	2.40853	2.7889333	MMP1
ILMN_1675898	2.19e-03	2.82e-05	4.693372	2.403971	2.1662167	SH3BP5
ILMN_1654773	2.23e-03	2.88e-05	-4.686891	2.384484	-1.5937792	CASK
ILMN_1751028	2.27e-03	2.94e-05	4.680361	2.364859	1.5102542	SERPINH1
ILMN_1770653	2.27e-03	2.95e-05	-4.67997	2.363687	-1.7088833	MAL2
ILMN_1762106	2.30e-03	3.00e-05	4.674824	2.348226	2.512575	MMP2
ILMN_2202915	2.30e-03	3.01e-05	-4.673648	2.344694	-1.2891083	FAR2
ILMN_3307688	2.30e-03	3.01e-05	-4.673553	2.344408	-1.5200417	FAM55B
ILMN_2378654	2.31e-03	3.03e-05	-4.670871	2.336353	-2.17415	B3GALT5
ILMN_1733627	2.34e-03	3.09e-05	-4.665642	2.320652	-1.5265958	NEDD4L
ILMN_1784967	2.40e-03	3.18e-05	-4.65582	2.291175	-1.9982833	EPB41L4B
ILMN_2221784	2.40e-03	3.19e-05	-4.655761	2.290996	-1.6217458	C17orf76
ILMN_1672545	2.40e-03	3.19e-05	-4.655472	2.290131	-1.8519208	GIPC2
ILMN_1708093	2.41e-03	3.20e-05	-4.654148	2.286159	-1.6854375	ARHGEF5
ILMN_3230572	2.43e-03	3.24e-05	4.650098	2.27401	2.0344542	NCRNA00152
ILMN_1765876	2.47e-03	3.30e-05	4.644681	2.257765	1.55845	ARHGAP24
ILMN_1712075	2.49e-03	3.34e-05	4.640843	2.246261	1.821	SYNM
ILMN_2148785	2.49e-03	3.35e-05	4.639694	2.242814	1.6617875	GBP1
ILMN_2295280	2.49e-03	3.37e-05	4.638068	2.237942	1.77295	FAM13C1
ILMN_2100689	2.49e-03	3.37e-05	-4.638029	2.237825	-1.8264583	MAP2K4
ILMN_2251759	2.50e-03	3.38e-05	4.637035	2.234847	2.0161458	FRMD6
ILMN_1775257	2.52e-03	3.42e-05	4.633299	2.223654	2.6904125	PROK2
ILMN_1787981	2.55e-03	3.48e-05	4.628411	2.209011	2.6125417	MFAP2
ILMN_1683752	2.57e-03	3.51e-05	4.625891	2.201463	1.8727958	LHX6
ILMN_1712786	2.57e-03	3.52e-05	-4.62499	2.198763	-2.0421375	AHCYL2
ILMN_1812494	2.57e-03	3.53e-05	-4.624009	2.195828	-1.9737125	GDA
ILMN_1727815	2.58e-03	3.54e-05	4.622423	2.191079	1.5550542	CFI
ILMN_1736730	2.58e-03	3.55e-05	-4.62187	2.189424	-1.7759875	LRRC16
ILMN_1750312	2.60e-03	3.59e-05	-4.618437	2.179146	-2.2710833	OSTbeta
ILMN_1795838	2.62e-03	3.62e-05	-4.615545	2.170489	-1.7224167	C4orf19
ILMN_1770940	2.62e-03	3.64e-05	-4.614148	2.166309	-2.1064375	CDH1
ILMN_2391150	2.62e-03	3.65e-05	4.613143	2.163304	1.2678917	FILIP1L
ILMN_1711566	2.62e-03	3.65e-05	4.61284	2.162398	1.2863125	TIMP1
ILMN_1706505	2.64e-03	3.69e-05	4.609504	2.152415	1.4375875	COL5A1
ILMN_1661777	2.66e-03	3.73e-05	-4.606108	2.142258	-1.4440542	NR3C2
ILMN_2337263	2.66e-03	3.75e-05	-4.605158	2.139418	-2.2602333	PKIB
ILMN_1756289	2.68e-03	3.78e-05	4.601908	2.129697	1.6318458	PPP1R12B
ILMN_1761946	2.68e-03	3.79e-05	-4.60159	2.128748	-1.4553458	PROM2
ILMN_1661178	2.72e-03	3.85e-05	4.596515	2.113577	2.3326125	NR4A1
ILMN_2285091	2.73e-03	3.88e-05	-4.594087	2.10632	-1.3083125	ZNF3
ILMN_1773079	2.73e-03	3.89e-05	4.593208	2.103693	1.528375	COL3A1
ILMN_1741688	2.73e-03	3.90e-05	4.592449	2.101424	2.3049833	CPXM2
ILMN_3238435	2.73e-03	3.91e-05	4.591785	2.099439	1.7871542	SNORA12
ILMN_1769219	2.79e-03	4.00e-05	-4.58493	2.078963	-2.2862625	TPSG1
ILMN_1677505	2.79e-03	4.01e-05	4.5839	2.075888	1.8042542	CCL21
ILMN_2107613	2.79e-03	4.02e-05	4.582716	2.072349	1.3894792	RHOJ
ILMN_1811303	2.81e-03	4.06e-05	-4.580219	2.064896	-1.8534167	NR5A2
ILMN_1786598	2.83e-03	4.10e-05	4.576835	2.054791	1.007725	COL14A1
ILMN_1717046	2.88e-03	4.18e-05	-4.570856	2.036948	-1.393725	MOBKL2B
ILMN_1785732	2.88e-03	4.19e-05	4.570035	2.034498	1.5547583	TNFAIP6
ILMN_3245274	2.89e-03	4.21e-05	4.568276	2.02925	1.8052417	SNORD94
ILMN_2144426	2.95e-03	4.31e-05	4.561266	2.008344	1.2903625	HIST2H2AA3
ILMN_1748283	2.95e-03	4.32e-05	4.560555	2.006222	1.9322708	PIM2
ILMN_1714158	2.95e-03	4.32e-05	-4.560376	2.00569	-1.5238375	PON2
ILMN_2379920	2.96e-03	4.35e-05	-4.557977	1.998537	-2.7540042	FAM55D
ILMN_1674719	2.96e-03	4.36e-05	4.557802	1.998014	1.9530292	NID1
ILMN_1691846	2.99e-03	4.42e-05	4.553072	1.983916	2.040225	G0S2
ILMN_1708081	2.99e-03	4.43e-05	-4.552728	1.982891	-1.1992875	LCLAT1
ILMN_1691476	2.99e-03	4.43e-05	4.552544	1.982343	1.3184417	MYLK
ILMN_1739582	2.99e-03	4.45e-05	-4.551219	1.978393	-1.6514875	HOXA9
ILMN_1725338	3.01e-03	4.49e-05	-4.548247	1.969538	-2.5064792	CLDN23
ILMN_1779517	3.10e-03	4.63e-05	-4.538881	1.941644	-1.81515	RASEF
ILMN_1724700	3.14e-03	4.71e-05	-4.533551	1.925777	-1.5775	RIOK3
ILMN_1806310	3.14e-03	4.72e-05	-4.532609	1.922973	-1.6840042	A1CF
ILMN_1760620	3.14e-03	4.73e-05	-4.532298	1.922049	-1.5258792	TMEM33
ILMN_3234984	3.18e-03	4.80e-05	4.527578	1.908004	2.1564292	SNORD105
ILMN_1764508	3.20e-03	4.84e-05	-4.524592	1.899121	-2.21195	PTK6
ILMN_1798612	3.20e-03	4.86e-05	4.523597	1.896163	1.9828333	SNX20
ILMN_1687035	3.20e-03	4.86e-05	4.52351	1.895905	1.7986625	ADAMTSL4
ILMN_2375992	3.20e-03	4.87e-05	-4.523083	1.894633	-1.8714917	SPINT1
ILMN_1725193	3.23e-03	4.92e-05	4.519331	1.883476	2.1798708	IGFBP2
ILMN_1728983	3.25e-03	4.97e-05	-4.516236	1.874276	-1.405825	NR2C1
ILMN_1795872	3.26e-03	4.99e-05	-4.514924	1.870377	-1.6868375	UGT1A9
ILMN_1740083	3.28e-03	5.03e-05	-4.512453	1.863032	-1.5273625	ORC4L
ILMN_1798346	3.28e-03	5.05e-05	-4.511192	1.859286	-1.111	KIAA1468
ILMN_2058251	3.29e-03	5.08e-05	4.509439	1.854075	1.275125	VIM
ILMN_1671106	3.29e-03	5.10e-05	4.508525	1.851359	1.9767208	GJA4
ILMN_3245103	3.29e-03	5.10e-05	4.508396	1.850978	1.5486292	RNU11
ILMN_2404903	3.32e-03	5.17e-05	4.503863	1.837511	2.147725	PDPN
ILMN_1689734	3.32e-03	5.19e-05	4.502884	1.834603	2.9407208	IL1RN
ILMN_3242125	3.32e-03	5.19e-05	-4.502816	1.834401	-1.7949792	VSTM2A
ILMN_2382687	3.32e-03	5.19e-05	4.502555	1.833627	2.7043917	NR4A3
ILMN_1746801	3.34e-03	5.23e-05	-4.500514	1.827566	-2.362225	CGN
ILMN_1778595	3.35e-03	5.26e-05	4.498517	1.821637	2.7351292	SLN
ILMN_2171384	3.36e-03	5.28e-05	4.497592	1.818891	2.2180417	CXCL5
ILMN_1769388	3.38e-03	5.32e-05	-4.494975	1.811123	-2.0026708	GJB2
ILMN_2308849	3.44e-03	5.43e-05	4.48841	1.791641	1.3770458	MYADM
ILMN_1814686	3.44e-03	5.44e-05	-4.488074	1.790644	-1.5959417	BCMO1
ILMN_1782057	3.46e-03	5.49e-05	4.484982	1.781473	1.4916708	ATP8B2
ILMN_2186137	3.46e-03	5.51e-05	4.484156	1.779025	1.2420292	RRAD
ILMN_2270845	3.46e-03	5.51e-05	4.484143	1.778984	1.2738792	WDR74
ILMN_1807298	3.46e-03	5.52e-05	4.483507	1.777098	2.4348542	NR4A3
ILMN_3251423	3.46e-03	5.54e-05	-4.482341	1.773642	-1.4341792	CHDH
ILMN_2396039	3.48e-03	5.58e-05	4.479954	1.766565	2.5564708	HOXC6
ILMN_2409055	3.49e-03	5.61e-05	4.478422	1.762021	2.1451292	FAM13C1
ILMN_1797184	3.61e-03	5.81e-05	4.467367	1.729263	1.6051667	PKN3
ILMN_1723198	3.70e-03	5.96e-05	-4.458947	1.704327	-1.8109958	CDKN2B
ILMN_1749447	3.70e-03	5.98e-05	4.458371	1.702622	1.3471583	RPS9
ILMN_1698546	3.73e-03	6.04e-05	-4.454989	1.692614	-1.3589417	HNF4A
ILMN_3306730	3.73e-03	6.06e-05	-4.453785	1.68905	-1.7095625	RBM47
ILMN_2093980	3.73e-03	6.07e-05	-4.453355	1.687776	-1.2773458	TMEM38B
ILMN_1739164	3.74e-03	6.10e-05	-4.4521	1.684065	-1.2702958	CDC14A
ILMN_2193325	3.75e-03	6.12e-05	4.450642	1.679751	1.4511208	MMP23B
ILMN_2207504	3.80e-03	6.22e-05	4.445933	1.665821	2.4203042	LEP
ILMN_2105549	3.81e-03	6.26e-05	-4.443519	1.658684	-1.7108042	TMEM220
ILMN_2110829	3.81e-03	6.27e-05	4.443236	1.657846	1.6013875	LOC441743
ILMN_1758281	3.82e-03	6.29e-05	4.442409	1.655402	1.6203417	CALCRL
ILMN_1761163	3.85e-03	6.36e-05	4.438912	1.645064	1.5615417	HS3ST3B1
ILMN_1776516	3.86e-03	6.38e-05	-4.437798	1.641769	-2.0302375	ITPKA
ILMN_3251605	3.86e-03	6.41e-05	4.436346	1.637479	1.7093958	KLHL28
ILMN_1812139	3.86e-03	6.43e-05	4.435305	1.634404	1.383375	RASSF2
ILMN_1723684	3.86e-03	6.43e-05	4.435204	1.634103	1.4852708	DARC
ILMN_2371169	3.90e-03	6.50e-05	4.431635	1.623559	1.2341875	ZYX
ILMN_2107482	3.90e-03	6.52e-05	4.430865	1.621285	1.1818375	TXLNB
ILMN_1694268	3.94e-03	6.59e-05	-4.427364	1.610942	-1.8146917	HES6
ILMN_1774742	3.98e-03	6.67e-05	4.423468	1.599438	2.900575	MTTP
ILMN_1693483	4.03e-03	6.78e-05	4.418604	1.58508	1.1443083	FGF18
ILMN_1770290	4.03e-03	6.79e-05	4.418009	1.583325	1.2699208	CNN2
ILMN_1787897	4.03e-03	6.80e-05	4.417515	1.581869	1.7290667	CXCL1
ILMN_2139816	4.04e-03	6.84e-05	-4.415754	1.576671	-1.5469375	GPSM2
ILMN_1652065	4.11e-03	6.98e-05	4.409491	1.558196	1.5959958	KCNMB1
ILMN_1657039	4.13e-03	7.02e-05	4.407436	1.552136	2.2352542	FILIP1
ILMN_1795158	4.14e-03	7.05e-05	4.406136	1.548302	2.2258625	FGR
ILMN_1701603	4.15e-03	7.08e-05	4.404749	1.544212	2.1454917	ALPL
ILMN_1669172	4.16e-03	7.11e-05	-4.403512	1.540566	-1.5642	PTPRR
ILMN_1796628	4.17e-03	7.15e-05	4.401779	1.535458	1.8502833	ADAMTS2
ILMN_2366330	4.18e-03	7.16e-05	4.40106	1.533338	1.4494167	FERMT3
ILMN_1711272	4.19e-03	7.21e-05	4.398816	1.526727	1.3036875	SERPING1
ILMN_1800787	4.19e-03	7.22e-05	4.398655	1.52625	0.9961833	RFTN1
ILMN_1794038	4.19e-03	7.22e-05	4.39835	1.525351	1.0720917	FAM49A
ILMN_2067408	4.20e-03	7.26e-05	-4.39662	1.520256	-2.0477917	CLRN3
ILMN_1782863	4.20e-03	7.28e-05	-4.39597	1.518341	-1.3901542	FAM83B
ILMN_3246869	4.27e-03	7.42e-05	4.389839	1.50028	1.3418167	SCARNA21
ILMN_1683576	4.33e-03	7.54e-05	4.384915	1.485786	1.4644125	MAGED2
ILMN_1662523	4.36e-03	7.59e-05	4.382695	1.479252	2.156775	C3
ILMN_1677108	4.40e-03	7.69e-05	-4.378672	1.467414	-2.6999417	CAPN13
ILMN_1662419	4.42e-03	7.74e-05	4.376506	1.461041	2.3559292	COX7A1
ILMN_1698995	4.44e-03	7.78e-05	4.374689	1.455695	2.6065208	DES
ILMN_1717990	4.46e-03	7.85e-05	4.372042	1.447913	1.2587792	CALD1
ILMN_1790197	4.46e-03	7.85e-05	-4.371941	1.447615	-1.445925	FLJ20674
ILMN_1785272	4.46e-03	7.86e-05	4.371534	1.446419	1.7352	COL1A2
ILMN_1704353	4.46e-03	7.88e-05	-4.370619	1.443726	-1.5897792	IGSF3
ILMN_2367753	4.53e-03	8.01e-05	4.365541	1.428801	1.4618042	ATP2B4
ILMN_1677636	4.54e-03	8.04e-05	4.364243	1.424986	2.2497542	COMP
ILMN_2176063	4.54e-03	8.07e-05	4.363239	1.422035	2.1900917	FCGR1A
ILMN_1676348	4.54e-03	8.09e-05	4.362436	1.419676	2.0597125	CXorf36
ILMN_3244114	4.58e-03	8.17e-05	-4.359429	1.410842	-1.8088208	DHRS11
ILMN_1803825	4.62e-03	8.25e-05	4.356175	1.401282	1.8101458	CXCL12
ILMN_1656934	4.64e-03	8.31e-05	-4.353778	1.394245	-1.5363	REPS2
ILMN_1730487	4.65e-03	8.34e-05	4.352626	1.390864	1.4727625	CALD1
ILMN_2075476	4.76e-03	8.55e-05	-4.344809	1.367918	-1.9321458	GIPC2
ILMN_1791826	4.78e-03	8.61e-05	-4.342832	1.362119	-2.1914542	RAB25
ILMN_2309156	4.80e-03	8.66e-05	4.340942	1.356576	1.5319375	PMEPA1
ILMN_1796925	4.82e-03	8.72e-05	-4.338785	1.350249	-1.8754708	CXADR
ILMN_1792168	4.82e-03	8.73e-05	-4.338426	1.349197	-1.5332917	GALE
ILMN_2356890	4.83e-03	8.77e-05	-4.33695	1.344866	-1.2358958	MRPL42
ILMN_1752343	4.83e-03	8.78e-05	4.336479	1.343486	1.8647667	FAM13C1
ILMN_2219134	4.84e-03	8.83e-05	4.334641	1.338099	1.4043917	RPS15
ILMN_1708486	4.84e-03	8.83e-05	4.334584	1.337931	2.2329667	CNN2
ILMN_1736954	4.89e-03	8.95e-05	-4.330202	1.325087	-1.4208292	ZBTB7B
ILMN_1753468	4.89e-03	8.96e-05	4.330151	1.324937	1.49105	CD63
ILMN_3244157	4.89e-03	8.98e-05	4.329396	1.322724	1.6500875	SNORD83B
ILMN_2246188	4.94e-03	9.09e-05	-4.32547	1.311222	-1.7861875	SLC45A2
ILMN_1729225	5.02e-03	9.24e-05	4.320274	1.296003	1.8918667	SORCS2
ILMN_2184064	5.02e-03	9.26e-05	-4.319654	1.294188	-2.0444125	ARRDC4
ILMN_1701937	5.04e-03	9.32e-05	4.317362	1.287477	2.3084625	COL18A1
ILMN_1702296	5.05e-03	9.36e-05	4.316131	1.283874	2.4724042	CARTPT
ILMN_2376204	5.06e-03	9.38e-05	4.315382	1.28168	1.6848208	LTB
ILMN_1799299	5.14e-03	9.55e-05	-4.309818	1.265399	-1.417475	PRPF38B
ILMN_1811921	5.17e-03	9.62e-05	4.307433	1.258422	1.346975	CSRP1
ILMN_1701170	5.21e-03	9.74e-05	-4.303397	1.246619	-1.5065333	BARX2
ILMN_1751164	5.21e-03	9.74e-05	4.303313	1.246373	2.1944792	ARHGAP30
ILMN_2383591	5.24e-03	9.81e-05	4.30095	1.239466	1.6558375	PALM2-AKAP2
ILMN_1708103	5.24e-03	9.83e-05	-4.300457	1.238023	-1.7557917	GAN
ILMN_1811392	5.24e-03	9.84e-05	4.300026	1.236764	1.3036208	HMHA1
ILMN_2156786	5.28e-03	9.95e-05	-4.296716	1.227089	-1.1084083	PGGT1B
ILMN_1692861	5.28e-03	9.97e-05	-4.296043	1.225124	-2.0478167	UGT2A3
ILMN_1723978	5.28e-03	9.98e-05	4.295523	1.223605	1.3305417	LGALS1
ILMN_1671149	5.31e-03	1.01e-04	4.2933	1.217109	1.48595	MEG3
ILMN_2384409	5.31e-03	1.01e-04	4.29271	1.215385	1.2007875	TAC1
ILMN_1653120	5.31e-03	1.01e-04	4.291924	1.213089	1.5896417	ST6GAL1
ILMN_1720406	5.31e-03	1.01e-04	-4.29177	1.212639	-2.2967833	HOXB9
ILMN_1690114	5.32e-03	1.01e-04	4.290672	1.209432	1.4293958	PTPLAD2
ILMN_1706990	5.35e-03	1.02e-04	-4.288433	1.202892	-1.0361792	ZNF271
ILMN_3241051	5.39e-03	1.03e-04	-4.285182	1.1934	-1.7325917	LOC644907
ILMN_1658926	5.48e-03	1.05e-04	4.2796	1.177106	1.2759417	NOTCH3
ILMN_2221076	5.49e-03	1.05e-04	-4.278223	1.173089	-1.3276333	C17orf85
ILMN_1724422	5.49e-03	1.05e-04	4.277896	1.172134	2.3410583	SELL
ILMN_1815057	5.52e-03	1.06e-04	4.275133	1.164074	1.5036958	PDGFRB
ILMN_1782567	5.56e-03	1.07e-04	4.272499	1.156391	1.8203958	GUCY1B3
ILMN_1739086	5.56e-03	1.07e-04	4.272053	1.155092	1.7253083	SNORD43
ILMN_1709613	5.56e-03	1.08e-04	4.2716	1.15377	1.6956375	IGF1
ILMN_1757011	5.56e-03	1.08e-04	-4.270531	1.150652	-1.6263667	LY75
ILMN_2412564	5.61e-03	1.09e-04	4.267235	1.141042	1.7966333	NCBP2
ILMN_2052373	5.62e-03	1.09e-04	-4.26617	1.137938	-2.2035333	RAB17
ILMN_1651817	5.64e-03	1.10e-04	4.264518	1.133126	1.1832375	GRIK1
ILMN_1723436	5.70e-03	1.12e-04	-4.26015	1.120397	-1.8372792	PFKFB2
ILMN_1731433	5.70e-03	1.12e-04	-4.259995	1.119947	-2.3878125	ABP1
ILMN_1724350	5.72e-03	1.12e-04	-4.257607	1.112989	-1.8743417	TRIM36
ILMN_1806093	5.72e-03	1.12e-04	-4.257526	1.112753	-1.2729167	IFRG15
ILMN_3310321	5.81e-03	1.14e-04	4.252323	1.097604	1.6961042	SNORD113-3
ILMN_1703839	5.82e-03	1.15e-04	4.250878	1.093397	2.1916458	C20orf186
ILMN_2119774	5.88e-03	1.16e-04	-4.24741	1.083304	-1.2206792	CYP2R1
ILMN_1712748	5.93e-03	1.17e-04	-4.244233	1.074061	-1.3375083	C14orf129
ILMN_1747948	5.93e-03	1.17e-04	4.243535	1.07203	1.6397125	MEOX1
ILMN_1789394	5.96e-03	1.18e-04	4.241579	1.066342	1.0613833	CATSPER1
ILMN_1705032	6.03e-03	1.20e-04	-4.237193	1.053587	-1.2745375	SEH1L
ILMN_1660086	6.08e-03	1.21e-04	4.234007	1.044326	1.4167292	MYH11
ILMN_2172091	6.08e-03	1.21e-04	4.232828	1.040898	1.3959333	TDO2
ILMN_1749372	6.08e-03	1.22e-04	4.232627	1.040315	1.6636125	GGT5
ILMN_1752935	6.11e-03	1.22e-04	-4.230229	1.033346	-1.7530458	TMEM30B
ILMN_1745963	6.11e-03	1.22e-04	4.230225	1.033335	1.5823583	FOLR2
ILMN_1781001	6.11e-03	1.23e-04	4.229772	1.032018	2.3164458	SOCS3
ILMN_2409720	6.12e-03	1.23e-04	4.228277	1.027675	1.4785083	SLA2
ILMN_1716616	6.12e-03	1.23e-04	-4.228149	1.027305	-1.5402458	MARVELD3
ILMN_1764803	6.13e-03	1.24e-04	4.226725	1.023168	1.7236208	SMU1
ILMN_1792733	6.13e-03	1.24e-04	-4.226432	1.022317	-2.0446542	FOXA3
ILMN_1809101	6.13e-03	1.24e-04	4.225954	1.020927	1.4472333	STEAP2
ILMN_1681983	6.17e-03	1.26e-04	4.222179	1.009966	1.9494792	RSPO3
ILMN_1669376	6.17e-03	1.26e-04	4.221959	1.009328	1.80475	DRAM1
ILMN_1758623	6.17e-03	1.26e-04	4.221842	1.008988	1.2324708	HIST1H2BD
ILMN_1804737	6.18e-03	1.26e-04	-4.220925	1.006326	-1.4082708	RAVER2
ILMN_1789641	6.21e-03	1.27e-04	-4.218722	0.99993	-1.6284625	ABCG2
ILMN_2072568	6.21e-03	1.27e-04	-4.218459	0.999167	-2.1195417	CLDN8
ILMN_1719236	6.31e-03	1.29e-04	4.212631	0.982258	1.9429333	CDH5
ILMN_2134381	6.35e-03	1.30e-04	4.209938	0.974447	1.6220292	C14orf85
ILMN_2108339	6.39e-03	1.32e-04	-4.207001	0.965929	-1.3927167	THUMPD1
ILMN_3253901	6.39e-03	1.32e-04	-4.206858	0.965515	-1.7666708	HAVCR1
ILMN_1746213	6.41e-03	1.32e-04	4.205734	0.962255	2.0991667	SNX20
ILMN_2149226	6.44e-03	1.33e-04	4.203352	0.95535	1.4119333	CAV1
ILMN_1765017	6.51e-03	1.35e-04	4.199518	0.944241	1.825575	COL6A2
ILMN_2341006	6.55e-03	1.36e-04	4.197229	0.937609	2.0676167	SCARF2
