Gene	GSE109248	GSE117239	GSE117468	GSE13355	GSE136757	GSE137218	GSE14905	GSE193128	GSE30999	Average
LYNX1	8.5591849	10.0746863	-5.3128318	14.6457211	5.38	6.55e-02	7.87	-8.07e-01	9.90	5.597251166666666
EID2B	8.5522396	-1.9657883	-6.0467526	-10.5582951	-2.92	3.14	-1.54	-1.25	-2.57	-1.684288488888889
PKP3	8.5273593	15.0440925	3.3786436	15.3659017	3.80	2.59	6.86	4.79	1.33e+01	8.183999677777777
NEMF	8.5269707	-7.3615226	-2.2881514	-5.9041345	4.91	-1.19	-3.45	8.30e-01	-6.49	-1.3796486444444445
AGAP2	8.506295	NA	7.2184779	7.7995329	5.52	4.56	1.73	5.71	4.26	5.663038224999999
COA4	8.5034966	9.08673	8.8419579	12.7454207	6.42	3.97	5.54	3.34	8.80	7.471956133333332
ZNF543	-8.4853702	-0.7259129	-2.1470274	-3.4900328	-2.43	-2.61	-8.52e-01	-3.58	-5.67e-01	-2.7652603666666664
EPS15	-8.4750001	-10.6397631	-9.5189791	-13.7065221	-6.19	-4.45	-6.68	-4.98	-8.04	-8.075584933333333
PDIA6	8.4692118	9.4899945	7.0075183	10.3434323	7.08	7.22	8.93	9.07	9.75	8.595572988888888
NTAN1	-8.4676676	-9.0435481	-6.8448605	-8.766268	-4.21	-4.24	9.88e-01	-2.48	-8.04	-5.678260466666667
ITGB4	8.4571466	1.8415352	-3.1350138	4.2158586	1.22	-5.99e-01	2.92	-1.17	1.95	1.7445029555555558
KLK8	8.4542008	14.2506301	5.8827707	18.8503245	6.72	5.62	1.09e+01	1.14e+01	1.28e+01	10.541991788888888
NPY1R	-8.4541175	-16.7546433	-6.6500136	-9.4696505	-7.05	-5.15	-5.67	-7.46	-1.34e+01	-8.895380544444444
ADH1B	-8.447727	-10.8386899	-7.6807427	-10.1441187	-4.73	-8.21	-6.13	-6.84	-1.02e+01	-8.13569758888889
FUT3	8.4472856	34.1444834	12.0862355	21.6013349	1.40e+01	5.12	1.01e+01	4.07	2.71e+01	15.185482155555555
LENG9	8.446999	5.7255689	5.4880614	1.7921329	2.19	3.37	-1.04	1.43	2.71	3.345862466666667
CCDC9	8.4428967	2.8275218	0.1871838	7.7794393	2.75	1.46	-1.42	1.85	2.08	2.884115733333333
FEN1	8.4393783	13.0802384	7.663576	19.7152789	9.23	5.20	1.30e+01	6.10	1.11e+01	10.392052399999999
CDC42EP1	8.4360223	13.2462481	3.5874459	5.0032544	2.76	1.79	4.35	1.51	1.21e+01	5.8647745222222225
BSN	-8.4206091	NA	-0.8427418	-0.4308987	-1.36	1.74e-01	9.40e-01	-2.01e-01	6.27e-01	-1.1892812000000001
PGLYRP3	8.4177807	6.884122	7.3656429	4.7671056	3.25	7.31	3.14	1.12e+01	6.57	6.544961244444444
BTC	-8.4149823	-23.8735557	-12.5093141	-27.7943223	-1.62e+01	-7.58	-1.04e+01	-1.50e+01	-1.95e+01	-15.696908266666668
GBP1	8.4126264	18.5212971	10.4213276	16.4545254	1.24e+01	9.54	9.53	9.43	1.71e+01	12.4233085
MKKS	8.384446	11.9199703	6.8676678	14.1977208	7.81	2.36	1.01e+01	4.52	1.13e+01	8.606644988888888
MSX1	-8.3764184	-2.3542452	-5.8528405	-5.3306139	-5.32	-4.13e-01	-3.53	-3.69e-01	-2.88	-3.8251242222222226
DSN1	8.3749494	3.2748028	3.3555105	1.95709	3.63	2.27	3.61	3.92	3.22	3.7347058555555552
CASP4	8.3731196	18.2751594	7.0978712	24.0702784	9.28	5.90	6.39	8.15	1.65e+01	11.55960317777778
PDGFD	-8.3713957	-9.2549723	-6.1947059	-9.0335914	-6.09	-3.98	-4.99	-4.96	-7.37	-6.6938517
LINC00173	-8.3690362	-8.8580115	-7.8712254	-15.737531	-7.87	-3.24	-1.82	-6.04	-9.34	-7.682867122222223
PRSS3	8.3674681	18.0138067	5.7998361	22.1444964	1.15e+01	8.94	1.33e+01	2.16e+01	1.55e+01	13.9072897
COL27A1	8.3465514	5.629821	0.9932196	4.5612841	4.93	1.06	3.72	1.06	4.88	3.908986233333333
LINC00202-2	8.3434875	5.6121353	1.7711957	1.4983628	3.59	7.91e-01	2.24	-1.97	3.30	2.7973534777777775
SRMS	8.3256597	NA	-0.1981563	4.8172983	0.00	2.20	1.92e-01	9.54e-01	1.21	2.1876002125
UNC13D	8.320997	5.2931865	1.3597464	7.4865029	5.15	2.24	3.51	1.89	4.76	4.445603644444444
LAT2	8.3202873	10.5546179	7.3975234	7.6486532	1.15e+01	1.42	5.20	1.71	9.03	6.975675755555557
PHF20L1	-8.319676	-7.2664859	-2.8876763	-5.101408	4.08	-3.77	3.91	-2.79	-7.19	-3.2594717999999996
CMYA5	-8.3172523	-8.1894407	-6.3305085	-10.7350085	-6.71	-8.15	-4.70	-7.30	-8.45	-7.653578888888889
ZDHHC12	8.3168519	9.3889503	-0.4202762	17.8511113	1.53	-4.83e-01	7.67	-8.11e-01	9.65	5.854737477777778
CCNA2	8.3162864	26.6953722	9.938395	24.1939124	9.60	1.07e+01	1.05e+01	1.25e+01	2.14e+01	14.871551777777777
SPN	8.316098	-6.0631756	3.9538861	-5.2395984	-1.75	-1.64	2.39	-2.62	-6.68	-1.0369766555555555
CCDC18	-8.313131	5.9561021	6.072411	4.755458	2.66	1.78	2.51	4.24	5.07	2.7478711222222225
SLC38A5	8.3127349	NA	-0.2206043	15.1399952	1.33	2.98	6.42	4.93	1.84	5.091515725
LRRC20	8.3122216	17.0148003	5.7040839	12.2335193	8.37	4.88	8.59	3.93	1.58e+01	9.426069455555556
VPS25	8.3034614	3.785491	6.7487875	18.7768001	4.65	4.29	6.58	7.81	3.70	7.182726666666666
IL10	8.2958714	NA	0.7002595	4.545499	1.11	3.29	8.95e-01	2.55	1.89	2.9095787375
ZNF567	-8.2936936	-2.656947	-4.3103246	-7.1444034	-1.98	-3.61	-9.02	-5.27	-3.45	-5.081707622222222
SDR9C7	8.2843292	15.1818142	7.6304669	19.3729666	6.61	8.24	6.54	1.79e+01	1.30e+01	11.417730766666669
CCP110	-8.275345	-2.8203278	1.0520438	-5.1867141	-3.43	-6.08e-01	1.31	1.82	-2.18	-2.0353714555555555
CSF2RA	8.2701823	13.0093889	8.6753436	18.2021312	6.84	4.70	6.89	7.51	1.10e+01	9.455227333333333
GRB2	8.2614585	7.0804835	5.4421907	10.5973155	6.31	2.98	3.77	5.00	5.13	6.0634942444444455
CAMK2B	-8.2469131	NA	3.7366005	-3.6650949	-3.58	-1.34	-1.34	-1.02	1.45	-1.7506759375
IFIT3	8.2404716	17.9003179	7.6811957	14.2526668	1.13e+01	7.94	1.13e+01	9.23	1.71e+01	11.660516888888887
CMIP	8.2226727	7.0586602	3.5592782	6.306497	6.39	1.19	-7.99e-01	1.99	6.07	4.4431231222222225
EIF3B	8.2150503	9.9275359	4.7876244	12.8807061	4.25	4.65	3.45	4.68	8.93	6.863435188888889
ZSWIM4	8.2101163	NA	2.4162003	3.4290378	-3.80e-01	2.62	1.19	3.07	4.87e-01	2.6302942999999996
LRP8	8.2074172	26.2331385	12.3498105	18.1793752	1.20e+01	7.23	1.60e+01	1.00e+01	2.15e+01	14.633304599999999
TMEM99	-8.2068669	-10.3477794	-10.2993358	-13.8092483	-1.06e+01	-9.26	-3.70	-6.92	-8.10	-9.0270256
PCDH18	-8.2017574	-6.8832543	-3.3685888	-7.6707682	-4.46	-2.14	-4.57	-3.25	-5.45	-5.110485411111111
GOLGA6L6	8.1998907	2.1000107	1.9622582	3.1776521	6.35e-01	2.50e-01	-7.96e-01	1.16	1.70	2.0432013
MRPL20	8.1998126	11.3456784	9.1652615	9.7380792	5.64	4.38	8.08	7.21	1.00e+01	8.195425744444444
HIST1H2AK	8.1996098	NA	-2.0183584	3.7937882	-1.02	5.29	-8.07e-01	6.76	3.97e-01	2.5743799499999995
ATF4	8.1976062	4.1083168	2.2795098	9.2139569	4.91	5.35	4.80e-01	7.36	4.92	5.202154411111111
PASK	8.1957739	5.5543323	4.0144587	6.4695838	6.46	9.32e-01	4.90	1.45	4.80	4.7529054111111115
CFAP70	-8.1957068	-11.053916	-9.6007848	-13.0321084	-7.42	-4.69	-5.09	-3.19	-1.02e+01	-8.052501777777778
WDR7	8.1886492	6.3587772	-2.7971659	-3.9149814	1.60	-2.27	-5.21	-1.15	5.66	0.7183643444444444
WIZ	8.1867165	6.6978935	3.3800011	3.1376887	2.98	1.73	4.43	7.68e-01	5.58	4.0989222000000005
BCO1	-8.17638	-2.5311684	-6.7588481	-5.7375174	-6.75	7.11e-01	-2.54	9.53e-01	-3.87	-3.8555459888888897
SULT2B1	8.1757184	10.9123034	6.4159931	12.7757009	4.54	4.52	9.36	5.53	1.03e+01	8.058857311111112
PPP1R3B	-8.1738815	-13.6960112	-7.3605405	-13.4750458	-8.89	-4.43	-1.12e+01	-4.71	-1.07e+01	-9.181719888888887
ZNF486	8.1713327	-0.9800934	1.8598339	-6.7505648	-3.49e-02	-3.57	-9.94e-01	-5.48	-2.93	-1.1898212888888888
LOC642852	8.1689591	-9.4639561	-6.4509916	-8.6368063	-6.13	-6.44e-03	-2.94	-1.81	-9.22	-4.0543594333333335
DIEXF	8.1688882	3.9027115	-4.0648073	-8.177235	2.47	-2.66e-01	-4.60	2.51e-01	3.37	0.11717304444444457
RECK	-8.1651441	-8.9939835	-6.0728638	-6.986073	-5.36	-4.21	-5.06	-5.96	-9.38	-6.687562711111112
ABCG4	8.1616306	10.3969546	8.825949	14.7209432	1.84e+01	6.89	8.47	8.48	9.91	10.472830822222223
FOXK2	8.1544956	5.9753946	5.4022168	12.0838322	5.21	-8.89e-01	-4.78	-6.22e-01	5.65	4.020548799999999
AP5B1	8.1488233	-1.6134108	3.3259132	4.9128177	2.24	-2.04e-01	5.99	-9.18e-02	-1.91	2.310927044444445
FKBP2	8.1387876	-2.5727143	0.8851758	5.3925923	8.85e-01	2.90	2.21	1.48	-2.41	1.8787601555555555
EPHB4	8.1288776	3.5267351	-2.673629	6.6925234	2.16	2.69	2.00	3.62	3.20	3.260500788888889
IGBP1	8.1214002	-4.4232946	-2.4974734	-7.2045426	-1.92	-4.65	-1.83	-6.83e-01	-3.80	-2.0985456
RFX3	-8.1153898	-12.462751	-6.3045258	-7.9174173	-6.18	-7.48	-5.03	-7.79	-1.07e+01	-7.9977871
SLITRK2	-8.1095716	NA	-1.381876	-5.3358976	1.06	-2.24	-1.54	-3.13	-5.03e-01	-2.6475431499999997
KCNK6	8.1026677	21.0808486	6.9281908	21.2995249	1.07e+01	4.73	1.24e+01	5.78	1.72e+01	12.024581333333336
KYNU	8.0986729	50.2078407	18.5098213	48.1223223	1.95e+01	1.16e+01	1.36e+01	3.15e+01	3.70e+01	26.459850799999998
CREB5	-8.0984064	-1.7368402	-0.8630605	-3.7259335	-1.74	-6.06	-3.63	-7.36	-1.85	-3.896026733333333
RPS6KA1	8.0949483	2.731414	7.0216505	11.1719193	2.15	3.45	9.38e-01	3.40	2.40	4.595325788888889
ARHGAP30	8.0919099	5.6337399	-2.3181039	6.1709096	4.82	4.04e-01	5.14	1.91	5.61	3.9402728333333332
SNX29	8.0831161	-4.7407701	3.7010259	-5.4896737	-2.69	-2.38	2.49	-3.46	-5.82	-1.1451446444444444
KIT	-8.0800639	-14.4499799	-6.6546883	-15.0637892	-7.52	-5.47	-9.29	-7.66	-1.29e+01	-9.676502366666666
CXCL1	8.0767755	22.3647774	12.7942772	14.6639141	1.09e+01	4.71	6.94	7.95	1.89e+01	11.922193799999999
CORO2B	-8.07535	-15.5628459	-8.2146987	-16.3710986	-7.12	-4.25	-5.15	-6.23	-1.35e+01	-9.385999244444443
N4BP2L2	-8.0751901	-14.9932126	-6.4953006	-15.4972596	-6.72	-7.09	-5.98	-7.45	-1.36e+01	-9.544551433333332
SOCS3	8.0733212	12.2409594	6.75303	15.1608802	5.10	1.72	-3.90	2.32	1.06e+01	6.452021200000001
RGS10	8.072659	1.4948048	-2.451931	3.6747388	3.66	4.74e-01	5.44	2.27	1.96	2.732696844444445
NUAK1	-8.070484	-10.2436149	-5.0251524	-14.3568075	-2.36	-4.42	-3.66	-4.03	-8.83	-6.777339866666667
STK40	8.0690379	7.5471231	6.4597427	5.917693	4.92	-6.02e-01	2.40	3.63e-01	6.55	4.6249551888888885
RPS6KB2	8.0578512	10.7125915	2.9104352	20.2068798	4.00	6.11	9.80	1.00e+01	1.09e+01	9.188639744444444
HSPA4	8.0556701	20.5198717	10.1360809	23.5904622	1.13e+01	6.16	7.05	8.17	1.82e+01	12.57578721111111
LRP5L	-8.0521488	2.29118	-2.8481732	-4.7728842	-1.65	-1.49	-5.63	-2.10	2.02	-2.4702251333333334
ARGLU1	-8.0474839	-12.4417352	-5.3611687	-15.5766035	-5.92	-2.52	-3.34	-2.15	-1.04e+01	-7.306332366666666
KLF16	8.0458573	6.0350933	1.1082912	5.2069965	1.07	-5.81e-01	-9.28e-01	-1.31	5.13	2.641915366666667
ZFAND1	-8.0457097	-4.6100331	0.4868929	-7.0905085	-2.30	-1.44	2.63	-2.70e-01	-3.43	-2.674373155555555
PPP2R3B	8.0376742	1.5924604	1.2358005	7.7231917	1.32	1.45	1.92	7.55e-01	1.15	2.798236311111111
CD82	8.0376346	5.65696	6.7178665	13.9452822	5.86	4.42	4.80	6.20	5.02	6.739749255555556
PITPNM3	8.0372346	-2.9813083	-6.5993457	-3.4410804	-1.98	-9.21e-01	6.42	-2.20	-2.47	-0.6817222000000002
YIF1B	8.033568	7.274061	4.116306	14.6784427	2.31	1.96	1.24e+01	3.53	7.16	6.829153077777779
KAZN	8.0219015	9.668856	4.561472	4.7911266	5.17	2.91e-01	2.67	1.05	8.83	5.006039566666666
MPZL2	8.0194697	24.4550801	13.4034284	27.5782526	1.30e+01	1.06e+01	7.19	1.78e+01	2.14e+01	15.938470088888888
ESRRA	8.0100536	7.3290032	3.9331574	8.4175454	2.57	2.35	4.36	4.09	6.63	5.298862177777779
ST5	8.0085677	5.8139487	2.7905866	2.2959438	4.05	2.45	1.74	2.98	5.35	3.942116311111111
CDC42	8.000297	19.2389725	8.1677093	5.7722332	9.38	3.88	2.44	3.37	1.66e+01	8.538801333333332
CENPK	7.9903542	10.7943354	5.2925954	12.7136915	5.96	4.33	9.57	7.84	8.97	8.162330722222222
VPS13A	7.9885766	-8.474744	-8.478336	-10.2142366	-6.30	3.00e-01	3.43	8.11e-01	8.11	-1.4253044444444443
RHBDF2	7.9833113	13.7800342	1.5984386	15.3948716	7.15	1.25	3.02	4.67e-01	1.19e+01	6.949295077777778
PPP1CA	7.9806308	2.6307089	5.2588283	17.9156553	1.55	1.28	2.97	4.15	2.78	5.1684248111111115
TMEM156	7.9804636	NA	3.0569473	2.6595441	3.47	1.47	1.67	2.19	8.23e-01	2.9149943750000005
FRK	7.9774832	7.6255103	5.6951662	3.5186157	3.39	6.21	3.76	4.51	6.46	5.460752822222222
FAM13C	-7.9743664	-10.3220107	-5.4902701	-8.0930683	-4.95	-5.53	-4.15	-7.49	-6.76	-6.7510795
ZBTB17	7.971756	1.8568996	3.249142	4.2911616	2.38	2.01	1.09	5.22e-01	1.71	2.7867732444444444
ATP5J	7.971244	5.7766141	2.7350096	13.8145933	3.11	3.55	5.91	5.14	5.55	5.950828999999999
SKIL	7.9692523	8.4846841	4.6101565	7.802155	5.12	4.31	4.46	5.37	7.78	6.211805322222222
TRIM16	7.9680087	10.7507354	6.5346772	15.8874402	1.45	3.93	5.47	3.62	9.01	7.180095722222223
FECH	-7.9669803	9.2777846	4.3020572	6.0662334	-3.37	-1.74	6.44	-1.69	8.27	2.1765661
MAPK11	7.9655764	1.6512386	4.2013234	4.7357188	1.80	-9.90e-01	2.59	-1.34	1.68	2.4770952444444445
SSPO	-7.9635504	NA	2.6853576	4.0082311	0.00	5.39e-01	1.48	1.47	8.43e-01	0.3827547875
CCDC85A	-7.955733	-9.0474348	-6.8930335	-8.0897913	-6.79	-3.53	-6.06	-1.99	-8.05	-6.489554733333334
PQLC3	-7.9550882	-12.0205036	-6.7826268	-8.0806232	-5.96	-3.64	1.89	-2.12	-8.59	-5.917649088888889
EIF4G1	7.9506929	3.9624481	6.1455957	9.1973661	4.29	2.09	-8.05e-01	1.53	3.69	4.227900311111111
FAM171B	-7.9485704	-13.3990879	-8.4483659	-13.5736147	-8.94	-6.55	-7.70	-5.26	-1.10e+01	-9.2021821
SLC26A4-AS1	7.9425155	NA	0.7606593	1.6150391	-7.53e-01	-1.17	2.70e-01	-3.20e-01	1.38	1.2156517375
TBATA	-7.9410963	NA	-1.7246	-2.4899613	-2.91	1.13	5.54e-01	-1.06e-02	-5.40e-01	-1.7415322000000004
LYPLA2	7.9378092	8.9871241	5.2244394	16.6153558	3.51	2.54	7.44	3.62	8.94	7.2016365
ZGPAT	7.9280511	5.1083585	-3.3392083	3.4477212	1.36	-1.44	-3.64e-01	2.52e-01	4.31	1.9181024999999998
STAT3	7.9218046	14.4225842	11.264452	17.5147967	1.21e+01	7.97	7.18	1.08e+01	1.35e+01	11.408181944444443
FGF14	-7.9143889	-6.3705437	-7.1362703	-4.9918368	-4.80	-2.41	-2.42	-3.85	-5.79	-5.075893300000001
DPP7	7.9139045	3.6549172	-3.7864242	-4.5880702	2.08	-3.25	3.65	-2.37	-3.60	-0.03285252222222206
NUP214	7.9091002	1.7466166	-5.736156	-6.6495892	3.14	-6.94	-2.54	-5.81	1.90	-1.4422253777777778
ASL	7.9076813	10.0150926	2.3567994	12.5191562	3.52	2.04	7.48	2.96	9.15	6.438747722222222
NLRC5	7.9074347	4.10692	-1.0455451	9.0395874	3.30	2.09e-01	6.19	1.30e-02	4.47	3.7989330000000003
CECR5-AS1	-7.9066446	NA	NA	1.1261358	9.77e-01	-4.53e-01	7.58e-01	-1.20	1.45	-0.7497869714285714
DCAF15	7.9005424	1.815324	-3.9220896	-4.8545151	1.66	1.59e-01	9.94e-01	1.14	-1.35	0.3935846333333332
PRKCQ	7.8942972	28.376903	12.14913	19.8805028	1.42e+01	6.86	7.99	1.04e+01	2.43e+01	14.672314777777778
GJB3	7.8916112	-3.234153	-5.088443	-6.8148777	-4.63	-6.80	-1.71	-4.52	-2.24	-3.0162069444444444
GPRIN1	7.8913106	7.7105218	5.1123272	6.7647275	8.12	3.33	2.25	3.09	7.90	5.796543011111111
ARR3	-7.888138	NA	-0.0097453	2.4336081	-2.64	1.33	1.39	-4.35e-01	-1.18e-01	-0.7421594
NUP98	7.8837587	12.0956406	6.631454	8.8677856	8.28	1.62e-01	-5.25	-1.25	1.05e+01	5.324515433333333
TRAF4	7.8821422	2.8492905	-2.2277988	6.434917	-1.05	1.94	-3.21	5.08	2.07	2.1965056555555558
ECHDC1	-7.8741093	7.2414085	6.3672511	5.3544112	-1.09	1.36	2.41	3.55	7.01	2.7032179444444444
KLK10	7.8738291	21.9539736	10.5596665	19.9040497	1.11e+01	7.81	1.02e+01	8.70	1.84e+01	12.944613211111111
DNAJB2	7.8716833	-9.0462631	-9.4303281	-13.5862951	-4.05	-5.35	-2.20	-2.38	-7.46	-5.070133666666667
TGM6	7.8711179	NA	3.0418299	2.4808601	1.61	3.61	2.49	1.91	2.42	3.1792259874999997
SLC25A25	7.8696588	12.3059713	7.0837638	9.7008489	6.42	3.32	-1.94	6.76	1.07e+01	6.913360311111112
ARHGEF10L	7.8586566	3.0751506	-4.4263129	-5.7676492	-3.14e-01	-1.35	1.80	-8.92e-01	3.04	0.3359827888888889
VWA8	-7.8577802	-2.1545465	-3.9443322	-8.1043555	-2.46	-1.64	-5.54	-5.60	1.53	-3.9745571555555554
MROH7	-7.8572376	-2.2946842	-4.8740248	1.8297589	-2.42	-1.86	-6.62e-01	-4.22	-2.56	-2.768687522222222
ARFGAP1	7.854666	-1.5425508	-1.495898	2.2339869	-4.26e-01	-3.89e-02	1.61	-4.46e-01	-1.99	0.6399226777777778
CNRIP1	-7.8492664	-12.0845699	-5.4072204	-11.3925857	-6.69	-3.12	-4.55	-6.16	-9.54	-7.42151582222222
CHMP7	7.8456156	-0.9055054	3.7165322	0.0301016	1.11	-2.88	-4.29	-3.72	-7.21e-01	0.02063822222222235
POR	7.8438287	16.2565304	2.4525197	13.0837415	2.16	4.16	4.74	4.37	1.49e+01	7.774068922222223
MGAT2	7.8389528	7.2361986	2.8144656	4.7165978	1.91	1.65	3.61	3.32	6.70	4.421801644444445
SIVA1	7.8364456	2.2191837	-3.3757049	9.668423	-1.01	3.99e-01	4.38	1.60e-01	2.41	2.520816377777778
PIK3R1	-7.8346304	-18.8995419	-6.2983106	-15.4949504	-7.28	-7.39	-9.33	-1.16e+01	-1.55e+01	-11.06971481111111
ELMOD3	7.8328338	-0.3906731	-2.9520945	2.3655825	-1.54	-1.03	-2.76	-2.42	-5.93e-01	-0.16526125555555538
RFWD2	7.8272554	-3.3938767	-2.9277237	-5.0278298	-1.32	-3.37	1.47	-4.13e-01	-2.10	-1.0283527555555556
GALNT16	-7.8271962	-5.5032098	-8.1163876	-11.4699162	-4.57	-5.66	-2.95	-9.58	-5.52	-6.799634422222222
SATB2	-7.822993	-6.6191449	-2.1019341	-13.1203159	-3.22	-4.11	-6.85	-5.86	-6.13	-6.203820877777778
C11orf63	7.8227949	-7.1949582	-8.6038948	-10.6828116	-4.84	-5.03	-2.06	-4.68	-6.94	-4.689874411111111
PCSK6	7.8224976	3.0084382	3.7102561	4.8410385	2.73	3.06	3.47	7.31	3.44	4.376914488888889
FOSL1	7.8206533	21.7016134	8.2232349	11.0294531	1.05e+01	5.55	7.52e-02	6.66	1.77e+01	9.917794966666666
BMS1P5	7.8196291	-10.1371441	-2.0565147	-11.96259	-2.20	-2.26	1.17	-2.59	-8.96	-3.4640688555555554
CEP63	7.8169424	-7.1558013	-9.4424425	-7.6496472	-3.76	-3.98	-4.42	-4.60	-5.80	-4.332327622222222
FOXO3	7.8050561	-5.9476725	-3.7257267	-8.0706875	-1.18	-2.90	-7.13	-2.15	-5.19	-3.1654478444444445
AGAP9	7.7940156	-9.0582993	0.383572	-4.1332252	-8.68e-01	-3.44	-3.88	-4.62	-8.79	-2.9568818777777777
BLZF1	7.7926942	12.7872015	6.665502	6.1931694	7.06	6.24	5.49	6.59	1.15e+01	7.8131741222222235
EHF	7.7829008	16.4167408	12.2735189	28.6418324	1.29e+01	9.72	7.80	1.42e+01	1.53e+01	13.89277698888889
PCDHB4	-7.779888	-4.3154233	-4.8497832	-10.0757914	-4.96	-2.34	-2.65	-5.16	-4.43	-5.173431766666666
KEAP1	7.7786207	5.052132	1.9733922	8.2164113	2.24	-1.35e-01	1.97	2.03	4.48	3.733950688888889
SATB1	7.7764603	-3.5257385	-4.1199196	-4.314248	-2.73	-3.60	-6.91	-1.58	-2.92	-2.4359384222222227
SECTM1	7.7691674	6.1758786	-0.9015958	7.3912369	3.85	2.18	-8.99e-01	-1.47	4.99	3.2317430111111114
CXorf40B	7.7621132	-3.46917	1.4460184	5.1347363	-5.94e-01	2.56	2.60	-1.60e-01	-2.96	1.3688553222222224
ECSIT	7.7578163	-0.039654	-1.4190353	-2.4909891	-6.45e-01	-1.41e-01	-1.22	2.20	-2.77e-01	0.4139042111111111
RASSF9	-7.7574519	-5.9555147	-5.5763038	-8.6291273	-4.48	-2.76	-2.59	-2.21	-6.10	-5.117599744444444
PCDHB13	-7.7559416	-4.1182915	-4.0802538	-4.0182863	-6.04	-4.54	-1.92	-5.07	-4.80	-4.704752577777778
PTGES	7.7552515	0.6390307	1.9567028	10.8887188	-4.75e-01	-3.52e-01	2.58	1.59	1.09	2.8525226444444445
UBE2G1	7.7512107	28.2195956	11.3420188	17.1206893	1.30e+01	7.53	7.60	9.79	2.36e+01	13.994834933333332
SLC38A10	7.749933	10.6547223	-5.5497673	13.0786765	8.08	-2.90e-01	3.73	-1.23	9.29	5.057062722222223
PGAM5	7.7495867	5.9155033	5.3132641	10.7114901	5.37	3.79	3.05	8.75	4.63	6.1422049111111106
HSD17B3	-7.747171	-2.077702	-6.044537	-2.7147544	-4.46	1.47	-1.68	1.36e-01	-2.43	-2.8386849333333335
PTAFR	7.7469916	21.9302157	7.7294809	22.3718562	9.51	4.57	8.46	7.17	1.81e+01	11.954282711111112
TNNC1	-7.745773	-3.2994976	-6.1519209	-10.9981579	-3.94	-1.10	-5.25	-1.33	-3.50	-4.8128166000000006
CTLA4	7.7431076	20.8057672	11.426474	17.1762428	1.46e+01	5.60	2.67	6.92	1.82e+01	11.682399066666667
ST14	7.7409046	16.604783	5.9008504	19.7729031	7.24	3.91	3.47	5.79	1.57e+01	9.569937900000001
TCEA3	-7.7277473	-11.5767566	-9.5896615	-15.6628165	-7.48	-9.52	-1.21	-1.02e+01	-1.04e+01	-9.26299798888889
CARMIL3	7.725693	9.8329938	1.2896098	5.7216704	4.21	NA	3.24	NA	9.47	5.927138142857143
MROH1	7.72206	16.2324064	6.4092497	13.4537561	8.35	1.32	3.85	4.93e-01	1.43e+01	8.014496911111111
MBNL2	-7.7158062	-10.433428	-4.7700661	-12.3258724	-6.08	-5.54	-4.45	-5.97	-9.56	-7.42724141111111
SLC36A1	7.7142278	9.2553692	5.0405179	10.9099368	4.58	3.11e-01	6.83	4.44e-01	8.05	5.9038946333333335
ZKSCAN7	-7.7104897	-2.2541258	-2.3271039	5.6410192	-2.03	1.80	2.57	1.39	-2.39	-0.5900778000000003
MIPOL1	-7.6984703	1.2435458	-7.1206454	-10.3772502	-3.03	-4.52	-2.92	-4.99	1.39	-4.22475778888889
TTC9	7.690763	21.1794837	8.017055	12.0537208	1.01e+01	4.80	6.34	7.51	1.88e+01	10.721224722222223
AKAP1	-7.6893164	-9.5357141	-7.4193011	-11.5039539	-3.10	4.68e-02	-1.01e+01	-2.05	-8.64	-6.665720611111111
MON1A	7.6863706	9.7862424	0.6829685	8.0735346	2.20	1.74	4.91	1.78	7.81	4.9632351222222235
CASP7	7.6789752	13.6904532	8.6353146	17.9547415	6.43	5.77	7.31	9.90	1.16e+01	9.885498277777778
HSF2	-7.6748952	-10.0151781	-5.382737	-10.9027475	-4.48	-3.73	-7.25	-2.65	-8.28	-6.7072842
CDC42BPA	-7.6688189	-12.0737285	-7.6275875	-12.6276155	-5.80	-5.46	-6.75	-5.33	-1.00e+01	-8.148638933333334
THAP4	7.668452	6.8729264	2.1490948	11.5718734	2.45	1.18	2.82	3.72	7.06	5.054705177777778
NIPA2	7.6683668	9.7028443	5.0462444	13.7439491	2.90	2.26	6.48	9.60e-01	8.21	6.3301560666666665
SCAMP2	7.6636109	6.3584342	2.4557288	0.8054587	2.50	-1.80	3.90	-1.26	6.35	2.997025844444444
MDN1	7.6557878	-3.4067663	-3.771937	-7.5910144	1.57	-1.56	-5.88	-1.61	-4.56	-2.128214433333333
STK32B	-7.6531359	-14.4464774	-7.1905304	-9.4635953	-5.49	-1.33	-1.46	-3.97	-1.35e+01	-7.16708211111111
RAPGEF2	-7.6498418	-13.5031114	-3.5802769	-12.2972241	-4.65	-4.97	-6.84	-6.52	-9.74	-7.750050466666666
LOC154761	7.6422998	5.7084417	1.7609951	8.0977383	2.86	-9.25e-01	3.12	7.07e-01	5.58	3.8390527666666667
PEX10	7.6315914	-6.8852691	-7.6612512	8.7457101	-2.92	1.79	4.73	3.46	-5.31	0.39786457777777773
VNN3	7.6298269	43.821105	16.0874347	22.2527016	1.47e+01	1.15e+01	9.28	1.59e+01	3.41e+01	19.474563133333334
IL17RC	7.6295357	-4.3253402	-5.1697743	-4.2171089	-4.00	-2.40	4.16	-1.58	-4.94	-1.6491875222222225
SLC46A3	-7.620326	-2.9692511	-4.9617041	-10.4460672	-5.22	-3.15	-3.97	-3.80	-2.72	-4.984149822222221
